"","method","k_num","ptime","k_orig","e","n","sample","sepVal","run","sampling_iteration","simulation_iteration"
"1","BIC_kluster_mean",4,0.920669999999227,18,-14,3240000,100,0.1,"I6uAK6r",100,1
"2","cal_kluster_mean",15,1.26236999999266,18,-3,3240000,100,0.1,"I6uAK6r",100,1
"3","pam_kluster_mean",2,0.0377500000025611,18,-16,3240000,100,0.1,"I6uAK6r",100,1
"4","ap_kluster_mean",6,0.0256999999983236,18,-12,3240000,100,0.1,"I6uAK6r",100,1
"5","BIC_kluster_frq",3,0.920669999999227,18,-15,3240000,100,0.1,"I6uAK6r",100,1
"6","cal_kluster_frq",15,1.26236999999266,18,-3,3240000,100,0.1,"I6uAK6r",100,1
"7","pam_kluster_frq",2,0.0377500000025611,18,-16,3240000,100,0.1,"I6uAK6r",100,1
"8","ap_kluster_frq",6,0.0256999999983236,18,-12,3240000,100,0.1,"I6uAK6r",100,1
"9","BIC_kluster_mean",9,5.88556000000332,18,-9,3240000,500,0.1,"I6uAK6r",100,1
"10","cal_kluster_mean",15,4.41489999999874,18,-3,3240000,500,0.1,"I6uAK6r",100,1
"11","pam_kluster_mean",2,1.07279999999562,18,-16,3240000,500,0.1,"I6uAK6r",100,1
"12","ap_kluster_mean",18,0.586789999994216,18,0,3240000,500,0.1,"I6uAK6r",100,1
"13","BIC_kluster_frq",5,5.88556000000332,18,-13,3240000,500,0.1,"I6uAK6r",100,1
"14","cal_kluster_frq",15,4.41489999999874,18,-3,3240000,500,0.1,"I6uAK6r",100,1
"15","pam_kluster_frq",2,1.07279999999562,18,-16,3240000,500,0.1,"I6uAK6r",100,1
"16","ap_kluster_frq",18,0.586789999994216,18,0,3240000,500,0.1,"I6uAK6r",100,1
"17","BIC_kluster_mean",15,13.3841999999946,18,-3,3240000,1000,0.1,"I6uAK6r",100,1
"18","cal_kluster_mean",15,9.19305999999866,18,-3,3240000,1000,0.1,"I6uAK6r",100,1
"19","pam_kluster_mean",2,5.12937999999966,18,-16,3240000,1000,0.1,"I6uAK6r",100,1
"20","ap_kluster_mean",18,2.9132099999988,18,0,3240000,1000,0.1,"I6uAK6r",100,1
"21","BIC_kluster_frq",15,13.3841999999946,18,-3,3240000,1000,0.1,"I6uAK6r",100,1
"22","cal_kluster_frq",15,9.19305999999866,18,-3,3240000,1000,0.1,"I6uAK6r",100,1
"23","pam_kluster_frq",2,5.12937999999966,18,-16,3240000,1000,0.1,"I6uAK6r",100,1
"24","ap_kluster_frq",18,2.9132099999988,18,0,3240000,1000,0.1,"I6uAK6r",100,1
"25","BIC_kluster_mean",4,0.784780000011669,18,-14,3240000,100,0.2,"kH8lKtT",100,1
"26","cal_kluster_mean",15,1.27113999999827,18,-3,3240000,100,0.2,"kH8lKtT",100,1
"27","pam_kluster_mean",2,0.037769999995362,18,-16,3240000,100,0.2,"kH8lKtT",100,1
"28","ap_kluster_mean",6,0.0279200000048149,18,-12,3240000,100,0.2,"kH8lKtT",100,1
"29","BIC_kluster_frq",3,0.784780000011669,18,-15,3240000,100,0.2,"kH8lKtT",100,1
"30","cal_kluster_frq",15,1.27113999999827,18,-3,3240000,100,0.2,"kH8lKtT",100,1
"31","pam_kluster_frq",2,0.037769999995362,18,-16,3240000,100,0.2,"kH8lKtT",100,1
"32","ap_kluster_frq",6,0.0279200000048149,18,-12,3240000,100,0.2,"kH8lKtT",100,1
"33","BIC_kluster_mean",15,4.30275000000373,18,-3,3240000,500,0.2,"kH8lKtT",100,1
"34","cal_kluster_mean",15,4.17532999999472,18,-3,3240000,500,0.2,"kH8lKtT",100,1
"35","pam_kluster_mean",2,1.0726600000076,18,-16,3240000,500,0.2,"kH8lKtT",100,1
"36","ap_kluster_mean",18,0.564410000004573,18,0,3240000,500,0.2,"kH8lKtT",100,1
