"","method","k_num","ptime","k_orig","e","n","sample","sepVal","run","sampling_iteration","simulation_iteration"
"1","BIC_kluster_mean",4,1.06023999999743,30,-26,9000000,100,0.1,"8Hft1y8",100,1
"2","cal_kluster_mean",14,1.32861999998568,30,-16,9000000,100,0.1,"8Hft1y8",100,1
"3","pam_kluster_mean",2,0.0351600000215694,30,-28,9000000,100,0.1,"8Hft1y8",100,1
"4","ap_kluster_mean",6,0.02466999998549,30,-24,9000000,100,0.1,"8Hft1y8",100,1
"5","BIC_kluster_frq",3,1.06023999999743,30,-27,9000000,100,0.1,"8Hft1y8",100,1
"6","cal_kluster_frq",15,1.32861999998568,30,-15,9000000,100,0.1,"8Hft1y8",100,1
"7","pam_kluster_frq",2,0.0351600000215694,30,-28,9000000,100,0.1,"8Hft1y8",100,1
"8","ap_kluster_frq",6,0.02466999998549,30,-24,9000000,100,0.1,"8Hft1y8",100,1
"9","BIC_kluster_mean",6,8.34034000002546,30,-24,9000000,500,0.1,"8Hft1y8",100,1
"10","cal_kluster_mean",9,5.25775999998674,30,-21,9000000,500,0.1,"8Hft1y8",100,1
"11","pam_kluster_mean",2,1.11494999999413,30,-28,9000000,500,0.1,"8Hft1y8",100,1
"12","ap_kluster_mean",11,0.608040000016335,30,-19,9000000,500,0.1,"8Hft1y8",100,1
"13","BIC_kluster_frq",6,8.34034000002546,30,-24,9000000,500,0.1,"8Hft1y8",100,1
"14","cal_kluster_frq",9,5.25775999998674,30,-21,9000000,500,0.1,"8Hft1y8",100,1
"15","pam_kluster_frq",2,1.11494999999413,30,-28,9000000,500,0.1,"8Hft1y8",100,1
"16","ap_kluster_frq",11,0.608040000016335,30,-19,9000000,500,0.1,"8Hft1y8",100,1
"17","BIC_kluster_mean",9,17.3043399999989,30,-21,9000000,1000,0.1,"8Hft1y8",100,1
"18","cal_kluster_mean",9,11.2000200000149,30,-21,9000000,1000,0.1,"8Hft1y8",100,1
"19","pam_kluster_mean",2,5.42298999998253,30,-28,9000000,1000,0.1,"8Hft1y8",100,1
"20","ap_kluster_mean",17,3.73783999999985,30,-13,9000000,1000,0.1,"8Hft1y8",100,1
"21","BIC_kluster_frq",7,17.3043399999989,30,-23,9000000,1000,0.1,"8Hft1y8",100,1
"22","cal_kluster_frq",9,11.2000200000149,30,-21,9000000,1000,0.1,"8Hft1y8",100,1
"23","pam_kluster_frq",2,5.42298999998253,30,-28,9000000,1000,0.1,"8Hft1y8",100,1
"24","ap_kluster_frq",17,3.73783999999985,30,-13,9000000,1000,0.1,"8Hft1y8",100,1
"25","BIC_kluster_mean",5,1.03253999999259,30,-25,9000000,100,0.2,"geGK3O1",100,1
"26","cal_kluster_mean",14,1.18804000000237,30,-16,9000000,100,0.2,"geGK3O1",100,1
"27","pam_kluster_mean",2,0.0359100000071339,30,-28,9000000,100,0.2,"geGK3O1",100,1
"28","ap_kluster_mean",6,0.0250399999925867,30,-24,9000000,100,0.2,"geGK3O1",100,1
"29","BIC_kluster_frq",4,1.03253999999259,30,-26,9000000,100,0.2,"geGK3O1",100,1
"30","cal_kluster_frq",15,1.18804000000237,30,-15,9000000,100,0.2,"geGK3O1",100,1
"31","pam_kluster_frq",2,0.0359100000071339,30,-28,9000000,100,0.2,"geGK3O1",100,1
"32","ap_kluster_frq",6,0.0250399999925867,30,-24,9000000,100,0.2,"geGK3O1",100,1
"33","BIC_kluster_mean",6,7.35698999997461,30,-24,9000000,500,0.2,"geGK3O1",100,1
"34","cal_kluster_mean",10,4.10267999999924,30,-20,9000000,500,0.2,"geGK3O1",100,1
"35","pam_kluster_mean",2,1.0488300000201,30,-28,9000000,500,0.2,"geGK3O1",100,1
"36","ap_kluster_mean",11,0.633240000016522,30,-19,9000000,500,0.2,"geGK3O1",100,1
"37","BIC_kluster_frq",6,7.35698999997461,30,-24,9000000,500,0.2,"geGK3O1",100,1
"38","cal_kluster_frq",10,4.10267999999924,30,-20,9000000,500,0.2,"geGK3O1",100,1
"39","pam_kluster_frq",2,1.0488300000201,30,-28,9000000,500,0.2,"geGK3O1",100,1
"40","ap_kluster_frq",11,0.633240000016522,30,-19,9000000,500,0.2,"geGK3O1",100,1
"41","BIC_kluster_mean",11,14.6814500000025,30,-19,9000000,1000,0.2,"geGK3O1",100,1
"42","cal_kluster_mean",10,8.35757000000216,30,-20,9000000,1000,0.2,"geGK3O1",100,1
"43","pam_kluster_mean",2,5.06548999999883,30,-28,9000000,1000,0.2,"geGK3O1",100,1
"44","ap_kluster_mean",16,4.67758999999147,30,-14,9000000,1000,0.2,"geGK3O1",100,1
"45","BIC_kluster_frq",15,14.6814500000025,30,-15,9000000,1000,0.2,"geGK3O1",100,1
"46","cal_kluster_frq",10,8.35757000000216,30,-20,9000000,1000,0.2,"geGK3O1",100,1
"47","pam_kluster_frq",2,5.06548999999883,30,-28,9000000,1000,0.2,"geGK3O1",100,1
"48","ap_kluster_frq",16,4.67758999999147,30,-14,9000000,1000,0.2,"geGK3O1",100,1
"49","BIC_kluster_mean",4,1.05154000001494,30,-26,9000000,100,0.3,"sU1sRat",100,1
"50","cal_kluster_mean",13,1.34236999999266,30,-17,9000000,100,0.3,"sU1sRat",100,1
"51","pam_kluster_mean",2,0.0355400000046939,30,-28,9000000,100,0.3,"sU1sRat",100,1
