"","method","k_num","ptime","k_orig","e","n","sample","sepVal","run","sampling_iteration","simulation_iteration"
"1","BIC_kluster_mean",7,0.539100000007311,10,-3,1000000,100,0.1,"01FCzh2",100,1
"2","cal_kluster_mean",14,1.35488000000245,10,4,1000000,100,0.1,"01FCzh2",100,1
"3","pam_kluster_mean",10,0.0387399999971967,10,0,1000000,100,0.1,"01FCzh2",100,1
"4","ap_kluster_mean",9,0.0262599999981467,10,-1,1000000,100,0.1,"01FCzh2",100,1
"5","BIC_kluster_frq",10,0.539100000007311,10,0,1000000,100,0.1,"01FCzh2",100,1
"6","cal_kluster_frq",15,1.35488000000245,10,5,1000000,100,0.1,"01FCzh2",100,1
"7","pam_kluster_frq",10,0.0387399999971967,10,0,1000000,100,0.1,"01FCzh2",100,1
"8","ap_kluster_frq",10,0.0262599999981467,10,0,1000000,100,0.1,"01FCzh2",100,1
"9","BIC_kluster_mean",10,4.22719999999506,10,0,1000000,500,0.1,"01FCzh2",100,1
"10","cal_kluster_mean",11,4.92431999999797,10,1,1000000,500,0.1,"01FCzh2",100,1
"11","pam_kluster_mean",10,1.11053000000189,10,0,1000000,500,0.1,"01FCzh2",100,1
"12","ap_kluster_mean",11,0.62740999998874,10,1,1000000,500,0.1,"01FCzh2",100,1
"13","BIC_kluster_frq",10,4.22719999999506,10,0,1000000,500,0.1,"01FCzh2",100,1
"14","cal_kluster_frq",10,4.92431999999797,10,0,1000000,500,0.1,"01FCzh2",100,1
"15","pam_kluster_frq",10,1.11053000000189,10,0,1000000,500,0.1,"01FCzh2",100,1
"16","ap_kluster_frq",11,0.62740999998874,10,1,1000000,500,0.1,"01FCzh2",100,1
"17","BIC_kluster_mean",10,9.04127999999328,10,0,1000000,1000,0.1,"01FCzh2",100,1
"18","cal_kluster_mean",10,10.3086299999978,10,0,1000000,1000,0.1,"01FCzh2",100,1
"19","pam_kluster_mean",10,5.12944000000367,10,0,1000000,1000,0.1,"01FCzh2",100,1
"20","ap_kluster_mean",16,3.65767999999574,10,6,1000000,1000,0.1,"01FCzh2",100,1
"21","BIC_kluster_frq",10,9.04127999999328,10,0,1000000,1000,0.1,"01FCzh2",100,1
"22","cal_kluster_frq",10,10.3086299999978,10,0,1000000,1000,0.1,"01FCzh2",100,1
"23","pam_kluster_frq",10,5.12944000000367,10,0,1000000,1000,0.1,"01FCzh2",100,1
"24","ap_kluster_frq",16,3.65767999999574,10,6,1000000,1000,0.1,"01FCzh2",100,1
"25","BIC_kluster_mean",10,0.43894000000204,10,0,1000000,100,0.2,"CYr4Ies",100,1
"26","cal_kluster_mean",12,1.32651000000653,10,2,1000000,100,0.2,"CYr4Ies",100,1
"27","pam_kluster_mean",10,0.0380899999977555,10,0,1000000,100,0.2,"CYr4Ies",100,1
"28","ap_kluster_mean",10,0.0266200000001118,10,0,1000000,100,0.2,"CYr4Ies",100,1
"29","BIC_kluster_frq",10,0.43894000000204,10,0,1000000,100,0.2,"CYr4Ies",100,1
"30","cal_kluster_frq",10,1.32651000000653,10,0,1000000,100,0.2,"CYr4Ies",100,1
"31","pam_kluster_frq",10,0.0380899999977555,10,0,1000000,100,0.2,"CYr4Ies",100,1
"32","ap_kluster_frq",10,0.0266200000001118,10,0,1000000,100,0.2,"CYr4Ies",100,1
"33","BIC_kluster_mean",10,3.8578700000036,10,0,1000000,500,0.2,"CYr4Ies",100,1
"34","cal_kluster_mean",10,4.35978000000003,10,0,1000000,500,0.2,"CYr4Ies",100,1
"35","pam_kluster_mean",10,1.08988000000012,10,0,1000000,500,0.2,"CYr4Ies",100,1
"36","ap_kluster_mean",10,0.579439999999013,10,0,1000000,500,0.2,"CYr4Ies",100,1
"37","BIC_kluster_frq",10,3.8578700000036,10,0,1000000,500,0.2,"CYr4Ies",100,1
"38","cal_kluster_frq",10,4.35978000000003,10,0,1000000,500,0.2,"CYr4Ies",100,1
"39","pam_kluster_frq",10,1.08988000000012,10,0,1000000,500,0.2,"CYr4Ies",100,1
"40","ap_kluster_frq",10,0.579439999999013,10,0,1000000,500,0.2,"CYr4Ies",100,1
"41","BIC_kluster_mean",10,8.68395000000484,10,0,1000000,1000,0.2,"CYr4Ies",100,1
"42","cal_kluster_mean",10,8.70062999999616,10,0,1000000,1000,0.2,"CYr4Ies",100,1
"43","pam_kluster_mean",10,4.76799000000698,10,0,1000000,1000,0.2,"CYr4Ies",100,1
"44","ap_kluster_mean",11,3.32457999999868,10,1,1000000,1000,0.2,"CYr4Ies",100,1
"45","BIC_kluster_frq",10,8.68395000000484,10,0,1000000,1000,0.2,"CYr4Ies",100,1
"46","cal_kluster_frq",10,8.70062999999616,10,0,1000000,1000,0.2,"CYr4Ies",100,1
"47","pam_kluster_frq",10,4.76799000000698,10,0,1000000,1000,0.2,"CYr4Ies",100,1
"48","ap_kluster_frq",11,3.32457999999868,10,1,1000000,1000,0.2,"CYr4Ies",100,1
"49","BIC_kluster_mean",10,0.374049999994459,10,0,1000000,100,0.3,"ptYGFAn",100,1
"50","cal_kluster_mean",12,1.19438000000548,10,2,1000000,100,0.3,"ptYGFAn",100,1
"51","pam_kluster_mean",10,0.0372500000067521,10,0,1000000,100,0.3,"ptYGFAn",100,1
"52","ap_kluster_mean",10,0.0248599999933504,10,0,1000000,100,0.3,"ptYGFAn",100,1
"53","BIC_kluster_frq",10,0.374049999994459,10,0,1000000,100,0.3,"ptYGFAn",100,1
"54","cal_kluster_frq",10,1.19438000000548,10,0,1000000,100,0.3,"ptYGFAn",100,1
"55","pam_kluster_frq",10,0.0372500000067521,10,0,1000000,100,0.3,"ptYGFAn",100,1
"56","ap_kluster_frq",10,0.0248599999933504,10,0,1000000,100,0.3,"ptYGFAn",100,1
"57","BIC_kluster_mean",10,3.21583000000333,10,0,1000000,500,0.3,"ptYGFAn",100,1
"58","cal_kluster_mean",10,3.88336999999243,10,0,1000000,500,0.3,"ptYGFAn",100,1
"59","pam_kluster_mean",10,0.966920000006212,10,0,1000000,500,0.3,"ptYGFAn",100,1
"60","ap_kluster_mean",10,0.580219999999972,10,0,1000000,500,0.3,"ptYGFAn",100,1
"61","BIC_kluster_frq",10,3.21583000000333,10,0,1000000,500,0.3,"ptYGFAn",100,1
"62","cal_kluster_frq",10,3.88336999999243,10,0,1000000,500,0.3,"ptYGFAn",100,1
"63","pam_kluster_frq",10,0.966920000006212,10,0,1000000,500,0.3,"ptYGFAn",100,1
"64","ap_kluster_frq",10,0.580219999999972,10,0,1000000,500,0.3,"ptYGFAn",100,1
"65","BIC_kluster_mean",10,6.79654999999679,10,0,1000000,1000,0.3,"ptYGFAn",100,1
"66","cal_kluster_mean",10,7.60100999999209,10,0,1000000,1000,0.3,"ptYGFAn",100,1
"67","pam_kluster_mean",10,4.2612800000119,10,0,1000000,1000,0.3,"ptYGFAn",100,1
"68","ap_kluster_mean",11,3.09977000000188,10,1,1000000,1000,0.3,"ptYGFAn",100,1
"69","BIC_kluster_frq",10,6.79654999999679,10,0,1000000,1000,0.3,"ptYGFAn",100,1
"70","cal_kluster_frq",10,7.60100999999209,10,0,1000000,1000,0.3,"ptYGFAn",100,1
"71","pam_kluster_frq",10,4.2612800000119,10,0,1000000,1000,0.3,"ptYGFAn",100,1
"72","ap_kluster_frq",11,3.09977000000188,10,1,1000000,1000,0.3,"ptYGFAn",100,1
"73","BIC_kluster_mean",11,0.302719999999972,10,1,1000000,100,0.4,"GVQhydS",100,1
"74","cal_kluster_mean",13,1.216529999997,10,3,1000000,100,0.4,"GVQhydS",100,1
"75","pam_kluster_mean",10,0.0369100000034086,10,0,1000000,100,0.4,"GVQhydS",100,1
"76","ap_kluster_mean",10,0.0288599999947473,10,0,1000000,100,0.4,"GVQhydS",100,1
"77","BIC_kluster_frq",10,0.302719999999972,10,0,1000000,100,0.4,"GVQhydS",100,1
"78","cal_kluster_frq",15,1.216529999997,10,5,1000000,100,0.4,"GVQhydS",100,1
"79","pam_kluster_frq",10,0.0369100000034086,10,0,1000000,100,0.4,"GVQhydS",100,1
"80","ap_kluster_frq",10,0.0288599999947473,10,0,1000000,100,0.4,"GVQhydS",100,1
"81","BIC_kluster_mean",10,2.61886999999289,10,0,1000000,500,0.4,"GVQhydS",100,1
"82","cal_kluster_mean",11,3.71403000000399,10,1,1000000,500,0.4,"GVQhydS",100,1
"83","pam_kluster_mean",10,0.955700000001816,10,0,1000000,500,0.4,"GVQhydS",100,1
"84","ap_kluster_mean",10,0.585749999994878,10,0,1000000,500,0.4,"GVQhydS",100,1
"85","BIC_kluster_frq",10,2.61886999999289,10,0,1000000,500,0.4,"GVQhydS",100,1
"86","cal_kluster_frq",11,3.71403000000399,10,1,1000000,500,0.4,"GVQhydS",100,1
"87","pam_kluster_frq",10,0.955700000001816,10,0,1000000,500,0.4,"GVQhydS",100,1
"88","ap_kluster_frq",10,0.585749999994878,10,0,1000000,500,0.4,"GVQhydS",100,1
"89","BIC_kluster_mean",10,6.42744000000064,10,0,1000000,1000,0.4,"GVQhydS",100,1
"90","cal_kluster_mean",11,7.1085999999987,10,1,1000000,1000,0.4,"GVQhydS",100,1
"91","pam_kluster_mean",10,3.88281000000541,10,0,1000000,1000,0.4,"GVQhydS",100,1
"92","ap_kluster_mean",10,3.01953999999678,10,0,1000000,1000,0.4,"GVQhydS",100,1
"93","BIC_kluster_frq",10,6.42744000000064,10,0,1000000,1000,0.4,"GVQhydS",100,1
"94","cal_kluster_frq",11,7.1085999999987,10,1,1000000,1000,0.4,"GVQhydS",100,1
"95","pam_kluster_frq",10,3.88281000000541,10,0,1000000,1000,0.4,"GVQhydS",100,1
"96","ap_kluster_frq",10,3.01953999999678,10,0,1000000,1000,0.4,"GVQhydS",100,1
"97","BIC_kluster_mean",10,0.260569999996806,10,0,1000000,100,0.5,"pcXgxcI",100,1
"98","cal_kluster_mean",12,1.16683999999426,10,2,1000000,100,0.5,"pcXgxcI",100,1
"99","pam_kluster_mean",10,0.0360600000061095,10,0,1000000,100,0.5,"pcXgxcI",100,1
"100","ap_kluster_mean",10,0.0290699999977369,10,0,1000000,100,0.5,"pcXgxcI",100,1
"101","BIC_kluster_frq",10,0.260569999996806,10,0,1000000,100,0.5,"pcXgxcI",100,1
"102","cal_kluster_frq",10,1.16683999999426,10,0,1000000,100,0.5,"pcXgxcI",100,1
"103","pam_kluster_frq",10,0.0360600000061095,10,0,1000000,100,0.5,"pcXgxcI",100,1
"104","ap_kluster_frq",10,0.0290699999977369,10,0,1000000,100,0.5,"pcXgxcI",100,1
"105","BIC_kluster_mean",10,1.92072000000044,10,0,1000000,500,0.5,"pcXgxcI",100,1
"106","cal_kluster_mean",10,3.40659999999451,10,0,1000000,500,0.5,"pcXgxcI",100,1
"107","pam_kluster_mean",10,0.949970000007888,10,0,1000000,500,0.5,"pcXgxcI",100,1
"108","ap_kluster_mean",10,0.577919999992009,10,0,1000000,500,0.5,"pcXgxcI",100,1
"109","BIC_kluster_frq",10,1.92072000000044,10,0,1000000,500,0.5,"pcXgxcI",100,1
"110","cal_kluster_frq",10,3.40659999999451,10,0,1000000,500,0.5,"pcXgxcI",100,1
"111","pam_kluster_frq",10,0.949970000007888,10,0,1000000,500,0.5,"pcXgxcI",100,1
"112","ap_kluster_frq",10,0.577919999992009,10,0,1000000,500,0.5,"pcXgxcI",100,1
"113","BIC_kluster_mean",10,5.54352999999886,10,0,1000000,1000,0.5,"pcXgxcI",100,1
"114","cal_kluster_mean",10,6.42050999999046,10,0,1000000,1000,0.5,"pcXgxcI",100,1
"115","pam_kluster_mean",10,4.01215000000782,10,0,1000000,1000,0.5,"pcXgxcI",100,1
"116","ap_kluster_mean",10,2.77471000000834,10,0,1000000,1000,0.5,"pcXgxcI",100,1
"117","BIC_kluster_frq",10,5.54352999999886,10,0,1000000,1000,0.5,"pcXgxcI",100,1
"118","cal_kluster_frq",10,6.42050999999046,10,0,1000000,1000,0.5,"pcXgxcI",100,1
"119","pam_kluster_frq",10,4.01215000000782,10,0,1000000,1000,0.5,"pcXgxcI",100,1
"120","ap_kluster_frq",10,2.77471000000834,10,0,1000000,1000,0.5,"pcXgxcI",100,1
"121","BIC_kluster_mean",10,0.230670000000391,10,0,1000000,100,0.6,"mgvBiwY",100,1
"122","cal_kluster_mean",11,1.12565999999875,10,1,1000000,100,0.6,"mgvBiwY",100,1
"123","pam_kluster_mean",10,0.0365999999979977,10,0,1000000,100,0.6,"mgvBiwY",100,1
"124","ap_kluster_mean",10,0.0259100000071339,10,0,1000000,100,0.6,"mgvBiwY",100,1
"125","BIC_kluster_frq",10,0.230670000000391,10,0,1000000,100,0.6,"mgvBiwY",100,1
"126","cal_kluster_frq",10,1.12565999999875,10,0,1000000,100,0.6,"mgvBiwY",100,1
"127","pam_kluster_frq",10,0.0365999999979977,10,0,1000000,100,0.6,"mgvBiwY",100,1
"128","ap_kluster_frq",10,0.0259100000071339,10,0,1000000,100,0.6,"mgvBiwY",100,1
"129","BIC_kluster_mean",10,1.26815999999992,10,0,1000000,500,0.6,"mgvBiwY",100,1
"130","cal_kluster_mean",10,3.44595000000088,10,0,1000000,500,0.6,"mgvBiwY",100,1
"131","pam_kluster_mean",10,0.934820000001928,10,0,1000000,500,0.6,"mgvBiwY",100,1
"132","ap_kluster_mean",10,0.572730000000447,10,0,1000000,500,0.6,"mgvBiwY",100,1
"133","BIC_kluster_frq",10,1.26815999999992,10,0,1000000,500,0.6,"mgvBiwY",100,1
"134","cal_kluster_frq",10,3.44595000000088,10,0,1000000,500,0.6,"mgvBiwY",100,1
"135","pam_kluster_frq",10,0.934820000001928,10,0,1000000,500,0.6,"mgvBiwY",100,1
"136","ap_kluster_frq",10,0.572730000000447,10,0,1000000,500,0.6,"mgvBiwY",100,1
"137","BIC_kluster_mean",10,4.09124000000185,10,0,1000000,1000,0.6,"mgvBiwY",100,1
"138","cal_kluster_mean",10,6.54207999999984,10,0,1000000,1000,0.6,"mgvBiwY",100,1
"139","pam_kluster_mean",10,4.11458000000101,10,0,1000000,1000,0.6,"mgvBiwY",100,1
"140","ap_kluster_mean",10,2.80135000000475,10,0,1000000,1000,0.6,"mgvBiwY",100,1
