"","algorithm","k_num","ptime","k_orig","e","n"
"1","BIC.best",12,3.72400000000198,8,4,1143
"2","pamk.best",6,5.21199999999953,8,-2,1143
"3","calinski.best",15,10.4380000000092,8,7,1143
"4","apclus.best",13,6.49499999999534,8,5,1143
"5","BIC_kluster",15,28.3860000000015,8,7,1143
"6","cal_kluster",15,85.9044000000024,8,7,1143
"7","pam_kluster",6,327.567800000001,8,-2,1143
"8","ap_kluster",13,6.19280000000144,8,5,1143
