"","method","k_num","ptime","k_orig","e","n","LOINC"
"367","pam_kluster_frq",2,0.0327500000002328,3,-1,16127,"6768-6"
"368","ap_kluster_frq",10,0.0524999999982538,3,7,16127,"6768-6"
"369","BIC_kluster_mean",3,0.102559999999939,3,0,6423,"711-2"
"370","cal_kluster_mean",15,1.12547000000312,3,12,6423,"711-2"
"371","pam_kluster_mean",4,0.0288699999987148,3,1,6423,"711-2"
"372","ap_kluster_mean",8,0.052939999999362,3,5,6423,"711-2"
"373","BIC_kluster_frq",3,0.102559999999939,3,0,6423,"711-2"
"374","cal_kluster_frq",15,1.12547000000312,3,12,6423,"711-2"
"375","pam_kluster_frq",2,0.0288699999987148,3,-1,6423,"711-2"
"376","ap_kluster_frq",8,0.052939999999362,3,5,6423,"711-2"
"377","BIC_kluster_mean",3,0.0997599999961676,3,0,6382,"713-8"
"378","cal_kluster_mean",15,1.08807000000088,3,12,6382,"713-8"
"379","pam_kluster_mean",5,0.0310800000053132,3,2,6382,"713-8"
"380","ap_kluster_mean",8,0.04629999999539,3,5,6382,"713-8"
"381","BIC_kluster_frq",3,0.0997599999961676,3,0,6382,"713-8"
"382","cal_kluster_frq",15,1.08807000000088,3,12,6382,"713-8"
"383","pam_kluster_frq",2,0.0310800000053132,3,-1,6382,"713-8"
"384","ap_kluster_frq",9,0.04629999999539,3,6,6382,"713-8"
"385","BIC_kluster_mean",3,0.145990000001038,3,0,34699,"718-7"
"386","cal_kluster_mean",15,1.13248000000487,3,12,34699,"718-7"
"387","pam_kluster_mean",4,0.0338899999979185,3,1,34699,"718-7"
"388","ap_kluster_mean",7,0.0385499999974854,3,4,34699,"718-7"
"389","BIC_kluster_frq",3,0.145990000001038,3,0,34699,"718-7"
"390","cal_kluster_frq",15,1.13248000000487,3,12,34699,"718-7"
"391","pam_kluster_frq",2,0.0338899999979185,3,-1,34699,"718-7"
"392","ap_kluster_frq",7,0.0385499999974854,3,4,34699,"718-7"
"393","BIC_kluster_mean",3,0.10311999999918,3,0,6688,"731-0"
"394","cal_kluster_mean",15,1.27913999999757,3,12,6688,"731-0"
"395","pam_kluster_mean",3,0.034350000002305,3,0,6688,"731-0"
"396","ap_kluster_mean",9,0.0349300000007497,3,6,6688,"731-0"
"397","BIC_kluster_frq",3,0.10311999999918,3,0,6688,"731-0"
"398","cal_kluster_frq",15,1.27913999999757,3,12,6688,"731-0"
"399","pam_kluster_frq",2,0.034350000002305,3,-1,6688,"731-0"
"400","ap_kluster_frq",9,0.0349300000007497,3,6,6688,"731-0"
"401","BIC_kluster_mean",3,0.14561000000278,3,0,6458,"736-9"
"402","cal_kluster_mean",15,1.16506000000169,3,12,6458,"736-9"
"403","pam_kluster_mean",5,0.0407699999975739,3,2,6458,"736-9"
"404","ap_kluster_mean",7,0.029419999999227,3,4,6458,"736-9"
"405","BIC_kluster_frq",3,0.14561000000278,3,0,6458,"736-9"
"406","cal_kluster_frq",15,1.16506000000169,3,12,6458,"736-9"
"407","pam_kluster_frq",2,0.0407699999975739,3,-1,6458,"736-9"
"408","ap_kluster_frq",7,0.029419999999227,3,4,6458,"736-9"
"409","BIC_kluster_mean",3,0.104139999999315,3,0,1976,"737-7"
"410","cal_kluster_mean",15,1.16542999999947,3,12,1976,"737-7"
"411","pam_kluster_mean",5,0.0347300000023097,3,2,1976,"737-7"
"412","ap_kluster_mean",8,0.0439199999981793,3,5,1976,"737-7"
"413","BIC_kluster_frq",3,0.104139999999315,3,0,1976,"737-7"
"414","cal_kluster_frq",15,1.16542999999947,3,12,1976,"737-7"
"415","pam_kluster_frq",2,0.0347300000023097,3,-1,1976,"737-7"
"416","ap_kluster_frq",7,0.0439199999981793,3,4,1976,"737-7"
"417","BIC_kluster_mean",3,0.340230000002775,3,0,6238,"742-7"
"418","cal_kluster_mean",15,1.18245000000112,3,12,6238,"742-7"
"419","pam_kluster_mean",5,0.0346100000012666,3,2,6238,"742-7"
"420","ap_kluster_mean",8,0.0416099999978906,3,5,6238,"742-7"
"421","BIC_kluster_frq",3,0.340230000002775,3,0,6238,"742-7"
"422","cal_kluster_frq",15,1.18245000000112,3,12,6238,"742-7"
"423","pam_kluster_frq",2,0.0346100000012666,3,-1,6238,"742-7"
"424","ap_kluster_frq",8,0.0416099999978906,3,5,6238,"742-7"
"425","BIC_kluster_mean",3,0.0602600000042003,3,0,1370,"744-3"
"426","cal_kluster_mean",15,0.965130000000354,3,12,1370,"744-3"
"427","pam_kluster_mean",9,0.0217699999944307,3,6,1370,"744-3"
"428","ap_kluster_mean",8,0.0580600000021514,3,5,1370,"744-3"
"429","BIC_kluster_frq",3,0.0602600000042003,3,0,1370,"744-3"
"430","cal_kluster_frq",15,0.965130000000354,3,12,1370,"744-3"
"431","pam_kluster_frq",10,0.0217699999944307,3,7,1370,"744-3"
"432","ap_kluster_frq",8,0.0580600000021514,3,5,1370,"744-3"
"433","BIC_kluster_mean",3,0.152190000004484,3,0,6240,"770-8"
"434","cal_kluster_mean",15,1.20519000000204,3,12,6240,"770-8"
"435","pam_kluster_mean",7,0.0417699999996694,3,4,6240,"770-8"
"436","ap_kluster_mean",8,0.0332199999934528,3,5,6240,"770-8"
"437","BIC_kluster_frq",3,0.152190000004484,3,0,6240,"770-8"
"438","cal_kluster_frq",15,1.20519000000204,3,12,6240,"770-8"
"439","pam_kluster_frq",10,0.0417699999996694,3,7,6240,"770-8"
"440","ap_kluster_frq",8,0.0332199999934528,3,5,6240,"770-8"
"441","BIC_kluster_mean",3,0.121750000001048,3,0,33383,"777-3"
"442","cal_kluster_mean",15,1.24791999999667,3,12,33383,"777-3"
"443","pam_kluster_mean",7,0.0408000000024913,3,4,33383,"777-3"
"444","ap_kluster_mean",8,0.0337600000028033,3,5,33383,"777-3"
"445","BIC_kluster_frq",3,0.121750000001048,3,0,33383,"777-3"
"446","cal_kluster_frq",15,1.24791999999667,3,12,33383,"777-3"
"447","pam_kluster_frq",10,0.0408000000024913,3,7,33383,"777-3"
"448","ap_kluster_frq",8,0.0337600000028033,3,5,33383,"777-3"
"449","BIC_kluster_mean",3,0.155300000002608,3,0,33109,"785-6"
"450","cal_kluster_mean",15,1.16785999999905,3,12,33109,"785-6"
"451","pam_kluster_mean",7,0.0327799999987474,3,4,33109,"785-6"
"452","ap_kluster_mean",9,0.046080000004149,3,6,33109,"785-6"
"453","BIC_kluster_frq",3,0.155300000002608,3,0,33109,"785-6"
"454","cal_kluster_frq",15,1.16785999999905,3,12,33109,"785-6"
"455","pam_kluster_frq",10,0.0327799999987474,3,7,33109,"785-6"
"456","ap_kluster_frq",9,0.046080000004149,3,6,33109,"785-6"
"457","BIC_kluster_mean",3,0.148539999999921,3,0,33197,"786-4"
"458","cal_kluster_mean",15,1.10468000000226,3,12,33197,"786-4"
"459","pam_kluster_mean",7,0.0303499999968335,3,4,33197,"786-4"
"460","ap_kluster_mean",8,0.0460600000002887,3,5,33197,"786-4"
"461","BIC_kluster_frq",3,0.148539999999921,3,0,33197,"786-4"
"462","cal_kluster_frq",15,1.10468000000226,3,12,33197,"786-4"
"463","pam_kluster_frq",10,0.0303499999968335,3,7,33197,"786-4"
"464","ap_kluster_frq",7,0.0460600000002887,3,4,33197,"786-4"
"465","BIC_kluster_mean",3,0.117860000000219,3,0,32852,"787-2"
"466","cal_kluster_mean",15,1.13649999999267,3,12,32852,"787-2"
"467","pam_kluster_mean",8,0.0346000000048662,3,5,32852,"787-2"
"468","ap_kluster_mean",9,0.0395200000028126,3,6,32852,"787-2"
"469","BIC_kluster_frq",3,0.117860000000219,3,0,32852,"787-2"
"470","cal_kluster_frq",15,1.13649999999267,3,12,32852,"787-2"
"471","pam_kluster_frq",10,0.0346000000048662,3,7,32852,"787-2"
"472","ap_kluster_frq",9,0.0395200000028126,3,6,32852,"787-2"
"473","BIC_kluster_mean",3,0.220059999997611,3,0,32672,"789-8"
"474","cal_kluster_mean",15,1.2012299999973,3,12,32672,"789-8"
"475","pam_kluster_mean",4,0.040920000000624,3,1,32672,"789-8"
"476","ap_kluster_mean",7,0.0313800000038464,3,4,32672,"789-8"
"477","BIC_kluster_frq",3,0.220059999997611,3,0,32672,"789-8"
"478","cal_kluster_frq",15,1.2012299999973,3,12,32672,"789-8"
"479","pam_kluster_frq",2,0.040920000000624,3,-1,32672,"789-8"
"480","ap_kluster_frq",7,0.0313800000038464,3,4,32672,"789-8"
"481","BIC_kluster_mean",3,0.113759999999311,3,0,3723,"9830-1"
"482","cal_kluster_mean",15,1.07215000000026,3,12,3723,"9830-1"
"483","pam_kluster_mean",4,0.0282999999984168,3,1,3723,"9830-1"
"484","ap_kluster_mean",8,0.0497400000004563,3,5,3723,"9830-1"
"485","BIC_kluster_frq",3,0.113759999999311,3,0,3723,"9830-1"
"486","cal_kluster_frq",15,1.07215000000026,3,12,3723,"9830-1"
"487","pam_kluster_frq",2,0.0282999999984168,3,-1,3723,"9830-1"
"488","ap_kluster_frq",8,0.0497400000004563,3,5,3723,"9830-1"
"489","BIC_kluster_mean",3,0.128299999994924,3,0,3593,"LDL"
"490","cal_kluster_mean",15,1.15744000000239,3,12,3593,"LDL"
"491","pam_kluster_mean",6,0.0349000000039814,3,3,3593,"LDL"
"492","ap_kluster_mean",8,0.0386900000000605,3,5,3593,"LDL"
"493","BIC_kluster_frq",3,0.128299999994924,3,0,3593,"LDL"
"494","cal_kluster_frq",15,1.15744000000239,3,12,3593,"LDL"
"495","pam_kluster_frq",2,0.0349000000039814,3,-1,3593,"LDL"
"496","ap_kluster_frq",7,0.0386900000000605,3,4,3593,"LDL"
"497","BIC_kluster_mean",3,0.111760000002105,3,0,10674,"LP120568-3"
"498","cal_kluster_mean",15,1.30731000000029,3,12,10674,"LP120568-3"
"499","pam_kluster_mean",2,0.0381799999944633,3,-1,10674,"LP120568-3"
"500","ap_kluster_mean",9,0.0434700000000885,3,6,10674,"LP120568-3"
"501","BIC_kluster_frq",3,0.111760000002105,3,0,10674,"LP120568-3"
"502","cal_kluster_frq",15,1.30731000000029,3,12,10674,"LP120568-3"
"503","pam_kluster_frq",2,0.0381799999944633,3,-1,10674,"LP120568-3"
"504","ap_kluster_frq",10,0.0434700000000885,3,7,10674,"LP120568-3"
"505","BIC_kluster_mean",3,0.0928399999986868,3,0,34988,"LP42107-0"
"506","cal_kluster_mean",15,1.2123199999996,3,12,34988,"LP42107-0"
"507","pam_kluster_mean",3,0.0344500000047265,3,0,34988,"LP42107-0"
"508","ap_kluster_mean",10,0.0448300000006566,3,7,34988,"LP42107-0"
"509","BIC_kluster_frq",3,0.0928399999986868,3,0,34988,"LP42107-0"
"510","cal_kluster_frq",15,1.2123199999996,3,12,34988,"LP42107-0"
"511","pam_kluster_frq",2,0.0344500000047265,3,-1,34988,"LP42107-0"
"512","ap_kluster_frq",10,0.0448300000006566,3,7,34988,"LP42107-0"
"513","BIC_kluster_mean",3,0.118499999995693,3,0,31562,"LP46692-7"
"514","cal_kluster_mean",15,1.08065000000293,3,12,31562,"LP46692-7"
"515","pam_kluster_mean",3,0.0323899999982677,3,0,31562,"LP46692-7"
"516","ap_kluster_mean",8,0.0443100000004051,3,5,31562,"LP46692-7"
"517","BIC_kluster_frq",3,0.118499999995693,3,0,31562,"LP46692-7"
"518","cal_kluster_frq",15,1.08065000000293,3,12,31562,"LP46692-7"
"519","pam_kluster_frq",2,0.0323899999982677,3,-1,31562,"LP46692-7"
"520","ap_kluster_frq",8,0.0443100000004051,3,5,31562,"LP46692-7"
"521","BIC_kluster_mean",3,0.111819999994477,3,0,6505,"LP47720-5"
"522","cal_kluster_mean",15,1.38906000000308,3,12,6505,"LP47720-5"
"523","pam_kluster_mean",3,0.0385500000038883,3,0,6505,"LP47720-5"
"524","ap_kluster_mean",10,0.037979999994277,3,7,6505,"LP47720-5"
"525","BIC_kluster_frq",3,0.111819999994477,3,0,6505,"LP47720-5"
"526","cal_kluster_frq",15,1.38906000000308,3,12,6505,"LP47720-5"
"527","pam_kluster_frq",2,0.0385500000038883,3,-1,6505,"LP47720-5"
"528","ap_kluster_frq",10,0.037979999994277,3,7,6505,"LP47720-5"
"529","BIC_kluster_mean",3,0.104740000001038,3,0,1283,"LP7536-8"
"530","cal_kluster_mean",15,1.05574999999953,3,12,1283,"LP7536-8"
"531","pam_kluster_mean",3,0.0301300000015181,3,0,1283,"LP7536-8"
"532","ap_kluster_mean",8,0.0467299999971874,3,5,1283,"LP7536-8"
"533","BIC_kluster_frq",3,0.104740000001038,3,0,1283,"LP7536-8"
"534","cal_kluster_frq",15,1.05574999999953,3,12,1283,"LP7536-8"
"535","pam_kluster_frq",2,0.0301300000015181,3,-1,1283,"LP7536-8"
"536","ap_kluster_frq",8,0.0467299999971874,3,5,1283,"LP7536-8"
"537","BIC_kluster_mean",3,0.109610000000102,3,0,5576,"LP99408-4"
"538","cal_kluster_mean",15,1.10956000000064,3,12,5576,"LP99408-4"
"539","pam_kluster_mean",6,0.0313699999958044,3,3,5576,"LP99408-4"
"540","ap_kluster_mean",8,0.0438999999995576,3,5,5576,"LP99408-4"
"541","BIC_kluster_frq",3,0.109610000000102,3,0,5576,"LP99408-4"
"542","cal_kluster_frq",15,1.10956000000064,3,12,5576,"LP99408-4"
"543","pam_kluster_frq",2,0.0313699999958044,3,-1,5576,"LP99408-4"
"544","ap_kluster_frq",7,0.0438999999995576,3,4,5576,"LP99408-4"
