"","method","k_num","ptime","k_orig","e","n","sepVal","run","sample","sampling_iteration","simulation_iteration"
"1","BIC.best",3,5.93400000000838,3,0,425,0.1,"tYN1eif",100,100,10
"2","pamk.best",3,0.645999999993364,3,0,425,0.1,"tYN1eif",100,100,10
"3","calinski.best",1,1.79200000000128,3,-2,425,0.1,"tYN1eif",100,100,10
"4","apclus.best",17,0.434999999997672,3,14,425,0.1,"tYN1eif",100,100,10
"5","BIC_kluster_mean",3,0.00643829999999871,3,0,425,0.1,"tYN1eif",100,100,10
"6","cal_kluster_mean",11,0.0104526999999987,3,8,425,0.1,"tYN1eif",100,100,10
"7","pam_kluster_mean",3,0.000276299999994808,3,0,425,0.1,"tYN1eif",100,100,10
"8","ap_kluster_mean",7,0.000291800000001967,3,4,425,0.1,"tYN1eif",100,100,10
"9","BIC_kluster_frq",3,0.00643829999999871,3,0,425,0.1,"tYN1eif",100,100,10
"10","cal_kluster_frq",15,0.0104526999999987,3,12,425,0.1,"tYN1eif",100,100,10
"11","pam_kluster_frq",3,0.000276299999994808,3,0,425,0.1,"tYN1eif",100,100,10
"12","ap_kluster_frq",7,0.000291800000001967,3,4,425,0.1,"tYN1eif",100,100,10
"13","BIC.best",3,3.92300000000978,3,0,291,0.2,"XtMD0Q9",100,100,10
"14","pamk.best",3,0.293999999994412,3,0,291,0.2,"XtMD0Q9",100,100,10
"15","calinski.best",1,1.08199999999488,3,-2,291,0.2,"XtMD0Q9",100,100,10
"16","apclus.best",9,0.236999999993714,3,6,291,0.2,"XtMD0Q9",100,100,10
"17","BIC_kluster_mean",3,0.0054402000000031,3,0,291,0.2,"XtMD0Q9",100,100,10
"18","cal_kluster_mean",3,0.00985770000000048,3,0,291,0.2,"XtMD0Q9",100,100,10
"19","pam_kluster_mean",3,0.000277300000000105,3,0,291,0.2,"XtMD0Q9",100,100,10
"20","ap_kluster_mean",5,0.000256700000002456,3,2,291,0.2,"XtMD0Q9",100,100,10
"21","BIC_kluster_frq",3,0.0054402000000031,3,0,291,0.2,"XtMD0Q9",100,100,10
"22","cal_kluster_frq",3,0.00985770000000048,3,0,291,0.2,"XtMD0Q9",100,100,10
"23","pam_kluster_frq",3,0.000277300000000105,3,0,291,0.2,"XtMD0Q9",100,100,10
"24","ap_kluster_frq",5,0.000256700000002456,3,2,291,0.2,"XtMD0Q9",100,100,10
"25","BIC.best",3,5.01800000001094,3,0,457,0.3,"z3xy4Fb",100,100,10
"26","pamk.best",3,0.826999999990221,3,0,457,0.3,"z3xy4Fb",100,100,10
"27","calinski.best",1,1.60199999999895,3,-2,457,0.3,"z3xy4Fb",100,100,10
"28","apclus.best",9,0.80899999999383,3,6,457,0.3,"z3xy4Fb",100,100,10
"29","BIC_kluster_mean",3,0.0047649000000034,3,0,457,0.3,"z3xy4Fb",100,100,10
"30","cal_kluster_mean",4,0.00974770000000135,3,1,457,0.3,"z3xy4Fb",100,100,10
"31","pam_kluster_mean",3,0.000285099999999511,3,0,457,0.3,"z3xy4Fb",100,100,10
"32","ap_kluster_mean",4,0.000250299999998242,3,1,457,0.3,"z3xy4Fb",100,100,10
"33","BIC_kluster_frq",3,0.0047649000000034,3,0,457,0.3,"z3xy4Fb",100,100,10
"34","cal_kluster_frq",3,0.00974770000000135,3,0,457,0.3,"z3xy4Fb",100,100,10
"35","pam_kluster_frq",3,0.000285099999999511,3,0,457,0.3,"z3xy4Fb",100,100,10
"36","ap_kluster_frq",4,0.000250299999998242,3,1,457,0.3,"z3xy4Fb",100,100,10
"37","BIC.best",3,5.05800000000454,3,0,386,0.4,"yCrZ8Yd",100,100,10
"38","pamk.best",3,0.763999999995576,3,0,386,0.4,"yCrZ8Yd",100,100,10
"39","calinski.best",1,1.39600000000792,3,-2,386,0.4,"yCrZ8Yd",100,100,10
"40","apclus.best",6,0.336999999999534,3,3,386,0.4,"yCrZ8Yd",100,100,10
"41","BIC_kluster_mean",3,0.00490030000000406,3,0,386,0.4,"yCrZ8Yd",100,100,10
"42","cal_kluster_mean",3,0.00957369999999646,3,0,386,0.4,"yCrZ8Yd",100,100,10
"43","pam_kluster_mean",3,0.000281000000007043,3,0,386,0.4,"yCrZ8Yd",100,100,10
"44","ap_kluster_mean",3,0.000261599999999453,3,0,386,0.4,"yCrZ8Yd",100,100,10
"45","BIC_kluster_frq",3,0.00490030000000406,3,0,386,0.4,"yCrZ8Yd",100,100,10
"46","cal_kluster_frq",3,0.00957369999999646,3,0,386,0.4,"yCrZ8Yd",100,100,10
"47","pam_kluster_frq",3,0.000281000000007043,3,0,386,0.4,"yCrZ8Yd",100,100,10
"48","ap_kluster_frq",3,0.000261599999999453,3,0,386,0.4,"yCrZ8Yd",100,100,10
"49","BIC.best",3,4.64400000000023,3,0,395,0.5,"0ZcKkgk",100,100,10
"50","pamk.best",3,0.703999999997905,3,0,395,0.5,"0ZcKkgk",100,100,10
"51","calinski.best",1,1.48200000000361,3,-2,395,0.5,"0ZcKkgk",100,100,10
"52","apclus.best",4,0.323000000003958,3,1,395,0.5,"0ZcKkgk",100,100,10
"53","BIC_kluster_mean",3,0.00441540000000095,3,0,395,0.5,"0ZcKkgk",100,100,10
"54","cal_kluster_mean",5,0.00965129999999917,3,2,395,0.5,"0ZcKkgk",100,100,10
"55","pam_kluster_mean",3,0.00026430000000255,3,0,395,0.5,"0ZcKkgk",100,100,10
"56","ap_kluster_mean",3,0.000250499999997555,3,0,395,0.5,"0ZcKkgk",100,100,10
"57","BIC_kluster_frq",3,0.00441540000000095,3,0,395,0.5,"0ZcKkgk",100,100,10
"58","cal_kluster_frq",3,0.00965129999999917,3,0,395,0.5,"0ZcKkgk",100,100,10
"59","pam_kluster_frq",3,0.00026430000000255,3,0,395,0.5,"0ZcKkgk",100,100,10
"60","ap_kluster_frq",3,0.000250499999997555,3,0,395,0.5,"0ZcKkgk",100,100,10
"61","BIC.best",3,2.29099999999744,3,0,298,0.6,"wZD2OxB",100,100,10
