"","method","k_num","ptime","k_orig","e","n","sepVal","run","sample","sampling_iteration","simulation_iteration"
"1","BIC.best",14,31.5530000000144,23,-9,2615,0.1,"Rl7J98R",100,100,10
"2","pamk.best",2,57.1270000000368,23,-21,2615,0.1,"Rl7J98R",100,100,10
"3","calinski.best",5,10.5899999999674,23,-18,2615,0.1,"Rl7J98R",100,100,10
"4","apclus.best",23,27.5979999999981,23,0,2615,0.1,"Rl7J98R",100,100,10
"5","BIC_kluster_mean",4,0.0069357999999891,23,-19,2615,0.1,"Rl7J98R",100,100,10
"6","cal_kluster_mean",15,0.00943059999999823,23,-8,2615,0.1,"Rl7J98R",100,100,10
"7","pam_kluster_mean",2,0.000265299999993294,23,-21,2615,0.1,"Rl7J98R",100,100,10
"8","ap_kluster_mean",6,0.000239100000011967,23,-17,2615,0.1,"Rl7J98R",100,100,10
"9","BIC_kluster_frq",3,0.0069357999999891,23,-20,2615,0.1,"Rl7J98R",100,100,10
"10","cal_kluster_frq",15,0.00943059999999823,23,-8,2615,0.1,"Rl7J98R",100,100,10
"11","pam_kluster_frq",2,0.000265299999993294,23,-21,2615,0.1,"Rl7J98R",100,100,10
"12","ap_kluster_frq",6,0.000239100000011967,23,-17,2615,0.1,"Rl7J98R",100,100,10
"13","BIC.best",15,32.7530000000261,23,-8,2874,0.2,"p7upUG0",100,100,10
"14","pamk.best",2,49.9589999999735,23,-21,2874,0.2,"p7upUG0",100,100,10
"15","calinski.best",13,12.3310000000056,23,-10,2874,0.2,"p7upUG0",100,100,10
"16","apclus.best",23,29.4349999999977,23,0,2874,0.2,"p7upUG0",100,100,10
"17","BIC_kluster_mean",5,0.00650229999999283,23,-18,2874,0.2,"p7upUG0",100,100,10
"18","cal_kluster_mean",15,0.0101880999999878,23,-8,2874,0.2,"p7upUG0",100,100,10
"19","pam_kluster_mean",2,0.000268299999996088,23,-21,2874,0.2,"p7upUG0",100,100,10
"20","ap_kluster_mean",6,0.000237099999986822,23,-17,2874,0.2,"p7upUG0",100,100,10
