"","method","k_num","ptime","k_orig","e","n","sepVal","run","sample","sampling_iteration","simulation_iteration"
"1","BIC.best",14,57.3369999999995,30,-16,3311,0.1,"cV49MnE",100,100,10
"2","pamk.best",2,91.5740000000005,30,-28,3311,0.1,"cV49MnE",100,100,10
"3","calinski.best",6,15.7259999999951,30,-24,3311,0.1,"cV49MnE",100,100,10
"4","apclus.best",30,40.6300000000047,30,0,3311,0.1,"cV49MnE",100,100,10
"5","BIC_kluster_mean",4,0.00978050000000003,30,-26,3311,0.1,"cV49MnE",100,100,10
"6","cal_kluster_mean",13,0.0127466999999982,30,-17,3311,0.1,"cV49MnE",100,100,10
"7","pam_kluster_mean",2,0.000370999999999913,30,-28,3311,0.1,"cV49MnE",100,100,10
"8","ap_kluster_mean",6,0.000284600000000501,30,-24,3311,0.1,"cV49MnE",100,100,10
"9","BIC_kluster_frq",3,0.00978050000000003,30,-27,3311,0.1,"cV49MnE",100,100,10
"10","cal_kluster_frq",15,0.0127466999999982,30,-15,3311,0.1,"cV49MnE",100,100,10
"11","pam_kluster_frq",2,0.000370999999999913,30,-28,3311,0.1,"cV49MnE",100,100,10
"12","ap_kluster_frq",6,0.000284600000000501,30,-24,3311,0.1,"cV49MnE",100,100,10
"13","BIC.best",15,57.2319999999963,30,-15,3817,0.2,"uGQ5ygq",100,100,10
"14","pamk.best",2,100.517999999996,30,-28,3817,0.2,"uGQ5ygq",100,100,10
"15","calinski.best",5,14.9630000000034,30,-25,3817,0.2,"uGQ5ygq",100,100,10
"16","apclus.best",30,51.9490000000005,30,0,3817,0.2,"uGQ5ygq",100,100,10
"17","BIC_kluster_mean",4,0.00916109999999971,30,-26,3817,0.2,"uGQ5ygq",100,100,10
"18","cal_kluster_mean",14,0.0124291000000005,30,-16,3817,0.2,"uGQ5ygq",100,100,10
"19","pam_kluster_mean",2,0.000347800000001007,30,-28,3817,0.2,"uGQ5ygq",100,100,10
"20","ap_kluster_mean",6,0.000283900000001449,30,-24,3817,0.2,"uGQ5ygq",100,100,10
"21","BIC_kluster_frq",4,0.00916109999999971,30,-26,3817,0.2,"uGQ5ygq",100,100,10
"22","cal_kluster_frq",15,0.0124291000000005,30,-15,3817,0.2,"uGQ5ygq",100,100,10
"23","pam_kluster_frq",2,0.000347800000001007,30,-28,3817,0.2,"uGQ5ygq",100,100,10
"24","ap_kluster_frq",6,0.000283900000001449,30,-24,3817,0.2,"uGQ5ygq",100,100,10
"25","BIC.best",15,51.5430000000051,30,-15,3538,0.3,"MNyECM3",100,100,10
"26","pamk.best",3,74.1209999999992,30,-27,3538,0.3,"MNyECM3",100,100,10
"27","calinski.best",7,13.4570000000022,30,-23,3538,0.3,"MNyECM3",100,100,10
"28","apclus.best",30,50.8830000000016,30,0,3538,0.3,"MNyECM3",100,100,10
"29","BIC_kluster_mean",5,0.00913469999999943,30,-25,3538,0.3,"MNyECM3",100,100,10
"30","cal_kluster_mean",14,0.0123169000000031,30,-16,3538,0.3,"MNyECM3",100,100,10
"31","pam_kluster_mean",3,0.000365099999997619,30,-27,3538,0.3,"MNyECM3",100,100,10
