"","method","k_num","ptime","k_orig","e","n","sepVal","run","sample","sampling_iteration","simulation_iteration"
"1","BIC.best",11,11.2949999999837,11,0,1552,0.1,"RzMjVky",100,100,10
"2","pamk.best",10,13.2229999999981,11,-1,1552,0.1,"RzMjVky",100,100,10
"3","calinski.best",9,5.40799999999581,11,-2,1552,0.1,"RzMjVky",100,100,10
"4","apclus.best",20,24.6570000000065,11,9,1552,0.1,"RzMjVky",100,100,10
"5","BIC_kluster_mean",8,0.00393589999999967,11,-3,1552,0.1,"RzMjVky",100,100,10
"6","cal_kluster_mean",14,0.009618299999999,11,3,1552,0.1,"RzMjVky",100,100,10
"7","pam_kluster_mean",7,0.000258800000004703,11,-4,1552,0.1,"RzMjVky",100,100,10
"8","ap_kluster_mean",9,0.000266200000004028,11,-2,1552,0.1,"RzMjVky",100,100,10
"9","BIC_kluster_frq",10,0.00393589999999967,11,-1,1552,0.1,"RzMjVky",100,100,10
"10","cal_kluster_frq",15,0.009618299999999,11,4,1552,0.1,"RzMjVky",100,100,10
"11","pam_kluster_frq",10,0.000258800000004703,11,-1,1552,0.1,"RzMjVky",100,100,10
"12","ap_kluster_frq",9,0.000266200000004028,11,-2,1552,0.1,"RzMjVky",100,100,10
"13","BIC.best",15,8.98999999999069,11,4,1428,0.2,"ciLLXpq",100,100,10
"14","pamk.best",10,11.5860000000102,11,-1,1428,0.2,"ciLLXpq",100,100,10
"15","calinski.best",9,5.0679999999993,11,-2,1428,0.2,"ciLLXpq",100,100,10
"16","apclus.best",15,17.1030000000028,11,4,1428,0.2,"ciLLXpq",100,100,10
"17","BIC_kluster_mean",11,0.00394350000000268,11,0,1428,0.2,"ciLLXpq",100,100,10
"18","cal_kluster_mean",14,0.00994579999999551,11,3,1428,0.2,"ciLLXpq",100,100,10
"19","pam_kluster_mean",10,0.00027050000000163,11,-1,1428,0.2,"ciLLXpq",100,100,10
"20","ap_kluster_mean",9,0.000247400000001653,11,-2,1428,0.2,"ciLLXpq",100,100,10
"21","BIC_kluster_frq",11,0.00394350000000268,11,0,1428,0.2,"ciLLXpq",100,100,10
"22","cal_kluster_frq",15,0.00994579999999551,11,4,1428,0.2,"ciLLXpq",100,100,10
"23","pam_kluster_frq",10,0.00027050000000163,11,-1,1428,0.2,"ciLLXpq",100,100,10
"24","ap_kluster_frq",9,0.000247400000001653,11,-2,1428,0.2,"ciLLXpq",100,100,10
"25","BIC.best",11,6.36600000000908,11,0,1300,0.3,"L0tVQt7",100,100,10
"26","pamk.best",10,8.96400000000722,11,-1,1300,0.3,"L0tVQt7",100,100,10
"27","calinski.best",11,3.737999999983,11,0,1300,0.3,"L0tVQt7",100,100,10
"28","apclus.best",13,12.3110000000161,11,2,1300,0.3,"L0tVQt7",100,100,10
"29","BIC_kluster_mean",12,0.0030140999999945,11,1,1300,0.3,"L0tVQt7",100,100,10
"30","cal_kluster_mean",14,0.00916259999999311,11,3,1300,0.3,"L0tVQt7",100,100,10
"31","pam_kluster_mean",10,0.000262199999994482,11,-1,1300,0.3,"L0tVQt7",100,100,10
"32","ap_kluster_mean",9,0.000279699999990407,11,-2,1300,0.3,"L0tVQt7",100,100,10
"33","BIC_kluster_frq",12,0.0030140999999945,11,1,1300,0.3,"L0tVQt7",100,100,10
"34","cal_kluster_frq",15,0.00916259999999311,11,4,1300,0.3,"L0tVQt7",100,100,10
"35","pam_kluster_frq",10,0.000262199999994482,11,-1,1300,0.3,"L0tVQt7",100,100,10
"36","ap_kluster_frq",9,0.000279699999990407,11,-2,1300,0.3,"L0tVQt7",100,100,10
"37","BIC.best",11,4.91899999999441,11,0,1317,0.4,"gwiSwiZ",100,100,10
"38","pamk.best",10,7.862999999983,11,-1,1317,0.4,"gwiSwiZ",100,100,10
"39","calinski.best",9,3.61499999999069,11,-2,1317,0.4,"gwiSwiZ",100,100,10
"40","apclus.best",11,13.2870000000112,11,0,1317,0.4,"gwiSwiZ",100,100,10
"41","BIC_kluster_mean",11,0.00265480000000098,11,0,1317,0.4,"gwiSwiZ",100,100,10
"42","cal_kluster_mean",14,0.00939029999999621,11,3,1317,0.4,"gwiSwiZ",100,100,10
"43","pam_kluster_mean",10,0.000264400000000023,11,-1,1317,0.4,"gwiSwiZ",100,100,10
"44","ap_kluster_mean",9,0.000264100000006147,11,-2,1317,0.4,"gwiSwiZ",100,100,10
"45","BIC_kluster_frq",11,0.00265480000000098,11,0,1317,0.4,"gwiSwiZ",100,100,10
"46","cal_kluster_frq",15,0.00939029999999621,11,4,1317,0.4,"gwiSwiZ",100,100,10
"47","pam_kluster_frq",10,0.000264400000000023,11,-1,1317,0.4,"gwiSwiZ",100,100,10
"48","ap_kluster_frq",10,0.000264100000006147,11,-1,1317,0.4,"gwiSwiZ",100,100,10
"49","BIC.best",11,4.4769999999844,11,0,1355,0.5,"nuds0t8",100,100,10
"50","pamk.best",10,9.71300000001793,11,-1,1355,0.5,"nuds0t8",100,100,10
"51","calinski.best",11,3.19199999998091,11,0,1355,0.5,"nuds0t8",100,100,10
"52","apclus.best",11,14.0789999999979,11,0,1355,0.5,"nuds0t8",100,100,10
"53","BIC_kluster_mean",12,0.00223589999999676,11,1,1355,0.5,"nuds0t8",100,100,10
"54","cal_kluster_mean",14,0.00902739999999467,11,3,1355,0.5,"nuds0t8",100,100,10
"55","pam_kluster_mean",10,0.000258199999999488,11,-1,1355,0.5,"nuds0t8",100,100,10
"56","ap_kluster_mean",10,0.000273100000005797,11,-1,1355,0.5,"nuds0t8",100,100,10
"57","BIC_kluster_frq",11,0.00223589999999676,11,0,1355,0.5,"nuds0t8",100,100,10
"58","cal_kluster_frq",15,0.00902739999999467,11,4,1355,0.5,"nuds0t8",100,100,10
"59","pam_kluster_frq",10,0.000258199999999488,11,-1,1355,0.5,"nuds0t8",100,100,10
"60","ap_kluster_frq",10,0.000273100000005797,11,-1,1355,0.5,"nuds0t8",100,100,10
"61","BIC.best",11,4.07700000001932,11,0,1278,0.6,"HL64ZxP",100,100,10
"62","pamk.best",10,6.93699999997625,11,-1,1278,0.6,"HL64ZxP",100,100,10
"63","calinski.best",9,3.11199999999371,11,-2,1278,0.6,"HL64ZxP",100,100,10
"64","apclus.best",11,11.997000000003,11,0,1278,0.6,"HL64ZxP",100,100,10
"65","BIC_kluster_mean",11,0.00195190000000002,11,0,1278,0.6,"HL64ZxP",100,100,10
"66","cal_kluster_mean",14,0.00891509999999544,11,3,1278,0.6,"HL64ZxP",100,100,10
"67","pam_kluster_mean",10,0.000251400000011199,11,-1,1278,0.6,"HL64ZxP",100,100,10
"68","ap_kluster_mean",9,0.000305100000006496,11,-2,1278,0.6,"HL64ZxP",100,100,10
"69","BIC_kluster_frq",11,0.00195190000000002,11,0,1278,0.6,"HL64ZxP",100,100,10
"70","cal_kluster_frq",15,0.00891509999999544,11,4,1278,0.6,"HL64ZxP",100,100,10
"71","pam_kluster_frq",10,0.000251400000011199,11,-1,1278,0.6,"HL64ZxP",100,100,10
"72","ap_kluster_frq",10,0.000305100000006496,11,-1,1278,0.6,"HL64ZxP",100,100,10
"73","BIC.best",11,2.07699999999022,11,0,1124,0.7,"rY6fzjN",100,100,10
"74","pamk.best",10,5.77400000000489,11,-1,1124,0.7,"rY6fzjN",100,100,10
"75","calinski.best",10,2.53899999998976,11,-1,1124,0.7,"rY6fzjN",100,100,10
"76","apclus.best",11,8.53599999999278,11,0,1124,0.7,"rY6fzjN",100,100,10
"77","BIC_kluster_mean",11,0.0018362999999983,11,0,1124,0.7,"rY6fzjN",100,100,10
"78","cal_kluster_mean",14,0.00887060000000347,11,3,1124,0.7,"rY6fzjN",100,100,10
"79","pam_kluster_mean",10,0.000256500000003143,11,-1,1124,0.7,"rY6fzjN",100,100,10
"80","ap_kluster_mean",10,0.000299999999991269,11,-1,1124,0.7,"rY6fzjN",100,100,10
"81","BIC_kluster_frq",11,0.0018362999999983,11,0,1124,0.7,"rY6fzjN",100,100,10
"82","cal_kluster_frq",15,0.00887060000000347,11,4,1124,0.7,"rY6fzjN",100,100,10
"83","pam_kluster_frq",10,0.000256500000003143,11,-1,1124,0.7,"rY6fzjN",100,100,10
"84","ap_kluster_frq",10,0.000299999999991269,11,-1,1124,0.7,"rY6fzjN",100,100,10
