"","method","k_mean","k_freq","ptime","k_orig","e_mean","e_freq","n"
"1","BIC_kluster",4,4,0.0060854999999865,4,0,0,290000
"2","pam_kluster",2,2,0.000382799999997951,4,-2,-2,290000
"3","ap_kluster",4,4,0.000300500000012107,4,0,0,290000
